0,0,2000,1,1,0
0,1,3000,1,0,1
1,0,3000,1,1,0
0,2,4000,1,0,1
1,1,4000,1,1,0
2,0,4000,1,1,0
0,3,5000,1,0,1
1,2,5000,1,0,1
2,1,5000,1,1,0
3,0,5000,1,1,0
0,4,6000,1,0,1
1,3,6000,1,0,1
2,2,6000,1,1,0
3,1,6000,1,1,0
4,0,6000,1,1,0
0,5,7000,1,0,1
1,4,7000,1,0,1
2,3,7000,1,0,1
3,2,7000,1,1,0
4,1,7000,1,1,0
5,0,7000,1,1,0
0,6,8000,1,0,1
1,5,8000,1,0,1
2,4,8000,1,0,1
3,3,8000,1,1,0
4,2,8000,1,1,0
5,1,8000,1,1,0
6,0,8000,1,1,0
0,7,9000,1,0,1
1,6,9000,1,0,1
2,5,9000,1,0,1
3,4,9000,1,0,1
4,3,9000,1,1,0
5,2,9000,1,1,0
6,1,9000,1,1,0
7,0,9000,1,1,0
0,8,10000,1,0,1
1,7,10000,1,0,1
2,6,10000,1,0,1
3,5,10000,1,0,1
4,4,10000,1,1,0
5,3,10000,1,1,0
6,2,10000,1,1,0
7,1,10000,1,1,0
8,0,10000,1,1,0
0,9,11000,1,0,1
1,8,11000,1,0,1
2,7,11000,1,0,1
3,6,11000,1,0,1
4,5,11000,1,0,1
5,4,11000,1,1,0
6,3,11000,1,1,0
7,2,11000,1,1,0
8,1,11000,1,1,0
9,0,11000,1,1,0
0,10,12000,1,0,1
1,9,12000,1,0,1
2,8,12000,1,0,1
3,7,12000,1,0,1
4,6,12000,1,0,1
5,5,12000,1,1,0
6,4,12000,1,1,0
7,3,12000,1,1,0
8,2,12000,1,1,0
9,1,12000,1,1,0
10,0,12000,1,1,0
0,11,13000,1,0,1
1,10,13000,1,0,1
2,9,13000,1,0,1
3,8,13000,1,0,1
4,7,13000,1,0,1
5,6,13000,1,0,1
6,5,13000,1,1,0
7,4,13000,1,1,0
8,3,13000,1,1,0
9,2,13000,1,1,0
10,1,13000,1,1,0
11,0,13000,1,1,0
0,12,14000,1,0,1
1,11,14000,1,0,1
2,10,14000,1,0,1
3,9,14000,1,0,1
4,8,14000,1,0,1
5,7,14000,1,0,1
6,6,14000,1,1,0
7,5,14000,1,1,0
8,4,14000,1,1,0
9,3,14000,1,1,0
10,2,14000,1,1,0
11,1,14000,1,1,0
12,0,14000,1,1,0
0,13,15000,1,0,1
1,12,15000,1,0,1
2,11,15000,1,0,1
3,10,15000,1,0,1
4,9,15000,1,0,1
5,8,15000,1,0,1
6,7,15000,1,0,1
7,6,15000,1,1,0
8,5,15000,1,1,0
9,4,15000,1,1,0
10,3,15000,1,1,0
11,2,15000,1,1,0
12,1,15000,1,1,0
13,0,15000,1,1,0
0,14,16000,1,0,1
1,13,16000,1,0,1
2,12,16000,1,0,1
3,11,16000,1,0,1
4,10,16000,1,0,1
5,9,16000,1,0,1
6,8,16000,1,0,1
7,7,16000,1,1,0
8,6,16000,1,1,0
9,5,16000,1,1,0
10,4,16000,1,1,0
11,3,16000,1,1,0
12,2,16000,1,1,0
13,1,16000,1,1,0
14,0,16000,1,1,0
0,15,17000,1,0,1
1,14,17000,1,0,1
2,13,17000,1,0,1
3,12,17000,1,0,1
4,11,17000,1,0,1
5,10,17000,1,0,1
6,9,17000,1,0,1
7,8,17000,1,0,1
8,7,17000,1,1,0
9,6,17000,1,1,0
10,5,17000,1,1,0
11,4,17000,1,1,0
12,3,17000,1,1,0
13,2,17000,1,1,0
14,1,17000,1,1,0
15,0,17000,1,1,0
0,16,18000,1,0,1
1,15,18000,1,0,1
2,14,18000,1,0,1
3,13,18000,1,0,1
4,12,18000,1,0,1
5,11,18000,1,0,1
6,10,18000,1,0,1
7,9,18000,1,0,1
8,8,18000,1,1,0
9,7,18000,1,1,0
10,6,18000,1,1,0
11,5,18000,1,1,0
12,4,18000,1,1,0
13,3,18000,1,1,0
14,2,18000,1,1,0
15,1,18000,1,1,0
16,0,18000,1,1,0
0,17,19000,1,0,1
1,16,19000,1,0,1
2,15,19000,1,0,1
3,14,19000,1,0,1
4,13,19000,1,0,1
5,12,19000,1,0,1
6,11,19000,1,0,1
7,10,19000,1,0,1
8,9,19000,1,0,1
9,8,19000,1,1,0
10,7,19000,1,1,0
11,6,19000,1,1,0
12,5,19000,1,1,0
13,4,19000,1,1,0
14,3,19000,1,1,0
15,2,19000,1,1,0
16,1,19000,1,1,0
17,0,19000,1,1,0
0,18,20000,1,0,1
1,17,20000,1,0,1
2,16,20000,1,0,1
3,15,20000,1,0,1
4,14,20000,1,0,1
5,13,20000,1,0,1
6,12,20000,1,0,1
7,11,20000,1,0,1
8,10,20000,1,0,1
9,9,20000,1,1,0
10,8,20000,1,1,0
11,7,20000,1,1,0
12,6,20000,1,1,0
13,5,20000,1,1,0
14,4,20000,1,1,0
15,3,20000,1,1,0
16,2,20000,1,1,0
17,1,20000,1,1,0
18,0,20000,1,1,0
0,19,21000,1,0,1
1,18,21000,1,0,1
2,17,21000,1,0,1
3,16,21000,1,0,1
4,15,21000,1,0,1
5,14,21000,1,0,1
6,13,21000,1,0,1
7,12,21000,1,0,1
8,11,21000,1,0,1
9,10,21000,1,0,1
10,9,21000,1,1,0
11,8,21000,1,1,0
12,7,21000,1,1,0
13,6,21000,1,1,0
14,5,21000,1,1,0
15,4,21000,1,1,0
16,3,21000,1,1,0
17,2,21000,1,1,0
18,1,21000,1,1,0
19,0,21000,1,1,0
0,20,22000,1,0,1
1,19,22000,1,0,1
2,18,22000,1,0,1
3,17,22000,1,0,1
4,16,22000,1,0,1
5,15,22000,1,0,1
6,14,22000,1,0,1
7,13,22000,1,0,1
8,12,22000,1,0,1
9,11,22000,1,0,1
10,10,22000,1,1,0
11,9,22000,1,1,0
12,8,22000,1,1,0
13,7,22000,1,1,0
14,6,22000,1,1,0
15,5,22000,1,1,0
16,4,22000,1,1,0
17,3,22000,1,1,0
18,2,22000,1,1,0
19,1,22000,1,1,0
20,0,22000,1,1,0
0,21,23000,1,0,1
1,20,23000,1,0,1
2,19,23000,1,0,1
3,18,23000,1,0,1
